"language","rater_group","text","question","text_type","rater","rating","rating_zr"
"English","English_Rg1","English_text_1","Q1","Type 1","English_rater1",-9,-1.95770574903614
"English","English_Rg1","English_text_2","Q1","Type 4","English_rater1",9,1.45083648741264
"English","English_Rg1","English_text_3","Q1","Type 3","English_rater1",5,0.434368092749036
"English","English_Rg1","English_text_4","Q1","Type 2","English_rater1",-3,-0.489710706840945
"English","English_Rg1","English_text_5","Q1","Type 4","English_rater1",-2,-0.320384005703871
"English","English_Rg1","English_text_6","Q1","Type 1","English_rater1",-5,-0.883466773629878
"English","English_Rg1","English_text_7","Q1","Type 2","English_rater1",6,0.63545412837939
"English","English_Rg1","English_text_8","Q1","Type 4","English_rater1",-2,-0.320384005703871
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater1",-6,-1.10342816801669
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater1",6,0.63545412837939
"English","English_Rg1","English_text_10","Q1","Type 1","English_rater1",5,0.434368092749036
"English","English_Rg1","English_text_11","Q1","Type 3","English_rater1",3,0.107967889149567
"English","English_Rg1","English_text_12","Q1","Type 2","English_rater1",-7,-1.33297599198599
"English","English_Rg1","English_text_13","Q1","Type 4","English_rater1",-7,-1.33297599198599
"English","English_Rg1","English_text_14","Q1","Type 3","English_rater1",3,0.107967889149567
"English","English_Rg1","English_text_15","Q1","Type 1","English_rater1",7,0.883466773629878
"English","English_Rg1","English_text_16","Q1","Type 2","English_rater1",6,0.63545412837939
"English","English_Rg1","English_text_17","Q1","Type 3","English_rater1",-6,-1.10342816801669
"English","English_Rg1","English_text_18","Q1","Type 3","English_rater1",5,0.434368092749036
"English","English_Rg1","English_text_19","Q1","Type 2","English_rater1",4,0.270160165313734
"English","English_Rg1","English_text_20","Q1","Type 1","English_rater1",-6,-1.10342816801669
"English","English_Rg1","English_text_1","Q1","Type 1","English_rater2",-6,-1.10342816801669
"English","English_Rg1","English_text_2","Q1","Type 4","English_rater2",10,1.8465332589292
"English","English_Rg1","English_text_3","Q1","Type 3","English_rater2",9,1.45083648741264
"English","English_Rg1","English_text_4","Q1","Type 2","English_rater2",9,1.45083648741264
"English","English_Rg1","English_text_5","Q1","Type 4","English_rater2",4,0.270160165313734
"English","English_Rg1","English_text_6","Q1","Type 1","English_rater2",-9,-1.95770574903614
"English","English_Rg1","English_text_7","Q1","Type 2","English_rater2",-3,-0.489710706840945
"English","English_Rg1","English_text_8","Q1","Type 4","English_rater2",-8,-1.57005585953582
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater2",-5,-0.883466773629878
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater2",4,0.270160165313734
"English","English_Rg1","English_text_10","Q1","Type 1","English_rater2",3,0.107967889149567
"English","English_Rg1","English_text_11","Q1","Type 3","English_rater2",-5,-0.883466773629878
"English","English_Rg1","English_text_12","Q1","Type 2","English_rater2",-9,-1.95770574903614
"English","English_Rg1","English_text_13","Q1","Type 4","English_rater2",-2,-0.320384005703871
"English","English_Rg1","English_text_14","Q1","Type 3","English_rater2",-6,-1.10342816801669
"English","English_Rg1","English_text_15","Q1","Type 1","English_rater2",7,0.883466773629878
"English","English_Rg1","English_text_16","Q1","Type 2","English_rater2",-2,-0.320384005703871
"English","English_Rg1","English_text_17","Q1","Type 3","English_rater2",3,0.107967889149567
"English","English_Rg1","English_text_18","Q1","Type 3","English_rater2",5,0.434368092749036
"English","English_Rg1","English_text_19","Q1","Type 2","English_rater2",6,0.63545412837939
"English","English_Rg1","English_text_20","Q1","Type 1","English_rater2",-4,-0.684932932625758
"English","English_Rg1","English_text_1","Q1","Type 1","English_rater3",-6,-1.10342816801669
"English","English_Rg1","English_text_2","Q1","Type 4","English_rater3",4,0.270160165313734
"English","English_Rg1","English_text_3","Q1","Type 3","English_rater3",4,0.270160165313734
"English","English_Rg1","English_text_4","Q1","Type 2","English_rater3",5,0.434368092749036
"English","English_Rg1","English_text_5","Q1","Type 4","English_rater3",6,0.63545412837939
"English","English_Rg1","English_text_6","Q1","Type 1","English_rater3",-2,-0.320384005703871
"English","English_Rg1","English_text_7","Q1","Type 2","English_rater3",4,0.270160165313734
"English","English_Rg1","English_text_8","Q1","Type 4","English_rater3",4,0.270160165313734
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater3",5,0.434368092749036
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater3",6,0.63545412837939
"English","English_Rg1","English_text_10","Q1","Type 1","English_rater3",3,0.107967889149567
"English","English_Rg1","English_text_11","Q1","Type 3","English_rater3",-4,-0.684932932625758
"English","English_Rg1","English_text_12","Q1","Type 2","English_rater3",-3,-0.489710706840945
"English","English_Rg1","English_text_13","Q1","Type 4","English_rater3",5,0.434368092749036
"English","English_Rg1","English_text_14","Q1","Type 3","English_rater3",-3,-0.489710706840945
"English","English_Rg1","English_text_15","Q1","Type 1","English_rater3",2,-0.0281867217663075
"English","English_Rg1","English_text_16","Q1","Type 2","English_rater3",1,-0.116309309964088
"English","English_Rg1","English_text_17","Q1","Type 3","English_rater3",3,0.107967889149567
"English","English_Rg1","English_text_18","Q1","Type 3","English_rater3",7,0.883466773629878
"English","English_Rg1","English_text_19","Q1","Type 2","English_rater3",5,0.434368092749036
"English","English_Rg1","English_text_20","Q1","Type 1","English_rater3",7,0.883466773629878
"English","English_Rg1","English_text_1","Q1","Type 1","English_rater4",-8,-1.57005585953582
"English","English_Rg1","English_text_2","Q1","Type 4","English_rater4",9,1.45083648741264
"English","English_Rg1","English_text_3","Q1","Type 3","English_rater4",6,0.63545412837939
"English","English_Rg1","English_text_4","Q1","Type 2","English_rater4",-2,-0.320384005703871
"English","English_Rg1","English_text_5","Q1","Type 4","English_rater4",5,0.434368092749036
"English","English_Rg1","English_text_6","Q1","Type 1","English_rater4",-9,-1.95770574903614
"English","English_Rg1","English_text_7","Q1","Type 2","English_rater4",-3,-0.489710706840945
"English","English_Rg1","English_text_8","Q1","Type 4","English_rater4",-2,-0.320384005703871
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater4",-2,-0.320384005703871
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater4",1,-0.116309309964088
"English","English_Rg1","English_text_10","Q1","Type 1","English_rater4",3,0.107967889149567
"English","English_Rg1","English_text_11","Q1","Type 3","English_rater4",-10,-2.47758436746213
"English","English_Rg1","English_text_12","Q1","Type 2","English_rater4",-2,-0.320384005703871
"English","English_Rg1","English_text_13","Q1","Type 4","English_rater4",2,-0.0281867217663075
"English","English_Rg1","English_text_14","Q1","Type 3","English_rater4",-4,-0.684932932625758
"English","English_Rg1","English_text_15","Q1","Type 1","English_rater4",7,0.883466773629878
"English","English_Rg1","English_text_16","Q1","Type 2","English_rater4",10,1.8465332589292
"English","English_Rg1","English_text_17","Q1","Type 3","English_rater4",-3,-0.489710706840945
"English","English_Rg1","English_text_18","Q1","Type 3","English_rater4",4,0.270160165313734
"English","English_Rg1","English_text_19","Q1","Type 2","English_rater4",2,-0.0281867217663075
"English","English_Rg1","English_text_20","Q1","Type 1","English_rater4",-9,-1.95770574903614
"English","English_Rg1","English_text_1","Q1","Type 1","English_rater5",-8,-1.57005585953582
"English","English_Rg1","English_text_2","Q1","Type 4","English_rater5",9,1.45083648741264
"English","English_Rg1","English_text_3","Q1","Type 3","English_rater5",6,0.63545412837939
"English","English_Rg1","English_text_4","Q1","Type 2","English_rater5",-9,-1.95770574903614
"English","English_Rg1","English_text_5","Q1","Type 4","English_rater5",7,0.883466773629878
"English","English_Rg1","English_text_6","Q1","Type 1","English_rater5",8,1.1471424516106
"English","English_Rg1","English_text_7","Q1","Type 2","English_rater5",-9,-1.95770574903614
"English","English_Rg1","English_text_8","Q1","Type 4","English_rater5",9,1.45083648741264
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater5",9,1.45083648741264
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater5",6,0.63545412837939
"English","English_Rg1","English_text_10","Q1","Type 1","English_rater5",3,0.107967889149567
"English","English_Rg1","English_text_11","Q1","Type 3","English_rater5",-6,-1.10342816801669
"English","English_Rg1","English_text_12","Q1","Type 2","English_rater5",8,1.1471424516106
"English","English_Rg1","English_text_13","Q1","Type 4","English_rater5",6,0.63545412837939
"English","English_Rg1","English_text_14","Q1","Type 3","English_rater5",-6,-1.10342816801669
"English","English_Rg1","English_text_15","Q1","Type 1","English_rater5",6,0.63545412837939
"English","English_Rg1","English_text_16","Q1","Type 2","English_rater5",8,1.1471424516106
"English","English_Rg1","English_text_17","Q1","Type 3","English_rater5",2,-0.0281867217663075
"English","English_Rg1","English_text_18","Q1","Type 3","English_rater5",4,0.270160165313734
"English","English_Rg1","English_text_19","Q1","Type 2","English_rater5",7,0.883466773629878
"English","English_Rg1","English_text_20","Q1","Type 1","English_rater5",4,0.270160165313734
"English","English_Rg1","English_text_1","Q1","Type 1","English_rater6",-6,-1.10342816801669
"English","English_Rg1","English_text_2","Q1","Type 4","English_rater6",8,1.1471424516106
"English","English_Rg1","English_text_3","Q1","Type 3","English_rater6",10,1.8465332589292
"English","English_Rg1","English_text_4","Q1","Type 2","English_rater6",8,1.1471424516106
"English","English_Rg1","English_text_5","Q1","Type 4","English_rater6",6,0.63545412837939
"English","English_Rg1","English_text_6","Q1","Type 1","English_rater6",-4,-0.684932932625758
"English","English_Rg1","English_text_7","Q1","Type 2","English_rater6",-6,-1.10342816801669
"English","English_Rg1","English_text_8","Q1","Type 4","English_rater6",6,0.63545412837939
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater6",-6,-1.10342816801669
"English","English_Rg1","English_text_9","Q1","Type 4","English_rater6",2,-0.0281867217663075
"English","English_Rg1","English_text_10","Q1","Type 1","English_rater6",2,-0.0281867217663075
"English","English_Rg1","English_text_11","Q1","Type 3","English_rater6",-4,-0.684932932625758
"English","English_Rg1","English_text_12","Q1","Type 2","English_rater6",-2,-0.320384005703871
"English","English_Rg1","English_text_13","Q1","Type 4","English_rater6",2,-0.0281867217663075
"English","English_Rg1","English_text_14","Q1","Type 3","English_rater6",-2,-0.320384005703871
"English","English_Rg1","English_text_15","Q1","Type 1","English_rater6",2,-0.0281867217663075
"English","English_Rg1","English_text_16","Q1","Type 2","English_rater6",-4,-0.684932932625758
"English","English_Rg1","English_text_17","Q1","Type 3","English_rater6",2,-0.0281867217663075
"English","English_Rg1","English_text_18","Q1","Type 3","English_rater6",4,0.270160165313734
"English","English_Rg1","English_text_19","Q1","Type 2","English_rater6",4,0.270160165313734
"English","English_Rg1","English_text_20","Q1","Type 1","English_rater6",-6,-1.10342816801669
"English","English_Rg2","English_text_21","Q1","Type 1","English_rater7",-4,-0.684932932625758
"English","English_Rg2","English_text_22","Q1","Type 4","English_rater7",7,0.883466773629878
"English","English_Rg2","English_text_23","Q1","Type 1","English_rater7",-8,-1.57005585953582
"English","English_Rg2","English_text_24","Q1","Type 3","English_rater7",6,0.63545412837939
"English","English_Rg2","English_text_25","Q1","Type 2","English_rater7",8,1.1471424516106
"English","English_Rg2","English_text_26","Q1","Type 4","English_rater7",9,1.45083648741264
"English","English_Rg2","English_text_27","Q1","Type 2","English_rater7",0,-0.153115898776761
"English","English_Rg2","English_text_28","Q1","Type 3","English_rater7",10,1.8465332589292
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater7",2,-0.0281867217663075
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater7",-2,-0.320384005703871
"English","English_Rg2","English_text_30","Q1","Type 4","English_rater7",-1,-0.203653427785832
"English","English_Rg2","English_text_31","Q1","Type 4","English_rater7",-3,-0.489710706840945
"English","English_Rg2","English_text_32","Q1","Type 3","English_rater7",-8,-1.57005585953582
"English","English_Rg2","English_text_33","Q1","Type 1","English_rater7",-9,-1.95770574903614
"English","English_Rg2","English_text_34","Q1","Type 2","English_rater7",-8,-1.57005585953582
"English","English_Rg2","English_text_35","Q1","Type 3","English_rater7",-8,-1.57005585953582
"English","English_Rg2","English_text_36","Q1","Type 1","English_rater7",-2,-0.320384005703871
"English","English_Rg2","English_text_37","Q1","Type 3","English_rater7",-7,-1.33297599198599
"English","English_Rg2","English_text_38","Q1","Type 2","English_rater7",4,0.270160165313734
"English","English_Rg2","English_text_39","Q1","Type 4","English_rater7",0,-0.153115898776761
"English","English_Rg2","English_text_40","Q1","Type 1","English_rater7",-2,-0.320384005703871
"English","English_Rg2","English_text_21","Q1","Type 1","English_rater8",-6,-1.10342816801669
"English","English_Rg2","English_text_22","Q1","Type 4","English_rater8",4,0.270160165313734
"English","English_Rg2","English_text_23","Q1","Type 1","English_rater8",3,0.107967889149567
"English","English_Rg2","English_text_24","Q1","Type 3","English_rater8",4,0.270160165313734
"English","English_Rg2","English_text_25","Q1","Type 2","English_rater8",-2,-0.320384005703871
"English","English_Rg2","English_text_26","Q1","Type 4","English_rater8",4,0.270160165313734
"English","English_Rg2","English_text_27","Q1","Type 2","English_rater8",-4,-0.684932932625758
"English","English_Rg2","English_text_28","Q1","Type 3","English_rater8",-1,-0.203653427785832
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater8",2,-0.0281867217663075
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater8",5,0.434368092749036
"English","English_Rg2","English_text_30","Q1","Type 4","English_rater8",NA,2.3824949636781
"English","English_Rg2","English_text_31","Q1","Type 4","English_rater8",3,0.107967889149567
"English","English_Rg2","English_text_32","Q1","Type 3","English_rater8",4,0.270160165313734
"English","English_Rg2","English_text_33","Q1","Type 1","English_rater8",2,-0.0281867217663075
"English","English_Rg2","English_text_34","Q1","Type 2","English_rater8",3,0.107967889149567
"English","English_Rg2","English_text_35","Q1","Type 3","English_rater8",8,1.1471424516106
"English","English_Rg2","English_text_36","Q1","Type 1","English_rater8",2,-0.0281867217663075
"English","English_Rg2","English_text_37","Q1","Type 3","English_rater8",-6,-1.10342816801669
"English","English_Rg2","English_text_38","Q1","Type 2","English_rater8",5,0.434368092749036
"English","English_Rg2","English_text_39","Q1","Type 4","English_rater8",-4,-0.684932932625758
"English","English_Rg2","English_text_40","Q1","Type 1","English_rater8",-10,-2.47758436746213
"English","English_Rg2","English_text_21","Q1","Type 1","English_rater9",-4,-0.684932932625758
"English","English_Rg2","English_text_22","Q1","Type 4","English_rater9",-4,-0.684932932625758
"English","English_Rg2","English_text_23","Q1","Type 1","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_24","Q1","Type 3","English_rater9",5,0.434368092749036
"English","English_Rg2","English_text_25","Q1","Type 2","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_26","Q1","Type 4","English_rater9",7,0.883466773629878
"English","English_Rg2","English_text_27","Q1","Type 2","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_28","Q1","Type 3","English_rater9",7,0.883466773629878
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater9",5,0.434368092749036
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater9",1,-0.116309309964088
"English","English_Rg2","English_text_30","Q1","Type 4","English_rater9",4,0.270160165313734
"English","English_Rg2","English_text_31","Q1","Type 4","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_32","Q1","Type 3","English_rater9",1,-0.116309309964088
"English","English_Rg2","English_text_33","Q1","Type 1","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_34","Q1","Type 2","English_rater9",-7,-1.33297599198599
"English","English_Rg2","English_text_35","Q1","Type 3","English_rater9",-3,-0.489710706840945
"English","English_Rg2","English_text_36","Q1","Type 1","English_rater9",0,-0.153115898776761
"English","English_Rg2","English_text_37","Q1","Type 3","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_38","Q1","Type 2","English_rater9",-1,-0.203653427785832
"English","English_Rg2","English_text_39","Q1","Type 4","English_rater9",2,-0.0281867217663075
"English","English_Rg2","English_text_40","Q1","Type 1","English_rater9",1,-0.116309309964088
"English","English_Rg2","English_text_21","Q1","Type 1","English_rater10",-4,-0.684932932625758
"English","English_Rg2","English_text_22","Q1","Type 4","English_rater10",2,-0.0281867217663075
"English","English_Rg2","English_text_23","Q1","Type 1","English_rater10",3,0.107967889149567
"English","English_Rg2","English_text_24","Q1","Type 3","English_rater10",6,0.63545412837939
"English","English_Rg2","English_text_25","Q1","Type 2","English_rater10",7,0.883466773629878
"English","English_Rg2","English_text_26","Q1","Type 4","English_rater10",8,1.1471424516106
"English","English_Rg2","English_text_27","Q1","Type 2","English_rater10",5,0.434368092749036
"English","English_Rg2","English_text_28","Q1","Type 3","English_rater10",-3,-0.489710706840945
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater10",-2,-0.320384005703871
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater10",2,-0.0281867217663075
"English","English_Rg2","English_text_30","Q1","Type 4","English_rater10",-3,-0.489710706840945
"English","English_Rg2","English_text_31","Q1","Type 4","English_rater10",-3,-0.489710706840945
"English","English_Rg2","English_text_32","Q1","Type 3","English_rater10",-2,-0.320384005703871
"English","English_Rg2","English_text_33","Q1","Type 1","English_rater10",-1,-0.203653427785832
"English","English_Rg2","English_text_34","Q1","Type 2","English_rater10",2,-0.0281867217663075
"English","English_Rg2","English_text_35","Q1","Type 3","English_rater10",-4,-0.684932932625758
"English","English_Rg2","English_text_36","Q1","Type 1","English_rater10",-5,-0.883466773629878
"English","English_Rg2","English_text_37","Q1","Type 3","English_rater10",-3,-0.489710706840945
"English","English_Rg2","English_text_38","Q1","Type 2","English_rater10",3,0.107967889149567
"English","English_Rg2","English_text_39","Q1","Type 4","English_rater10",-5,-0.883466773629878
"English","English_Rg2","English_text_40","Q1","Type 1","English_rater10",-6,-1.10342816801669
"English","English_Rg2","English_text_21","Q1","Type 1","English_rater11",6,0.63545412837939
"English","English_Rg2","English_text_22","Q1","Type 4","English_rater11",-4,-0.684932932625758
"English","English_Rg2","English_text_23","Q1","Type 1","English_rater11",-7,-1.33297599198599
"English","English_Rg2","English_text_24","Q1","Type 3","English_rater11",7,0.883466773629878
"English","English_Rg2","English_text_25","Q1","Type 2","English_rater11",3,0.107967889149567
"English","English_Rg2","English_text_26","Q1","Type 4","English_rater11",7,0.883466773629878
"English","English_Rg2","English_text_27","Q1","Type 2","English_rater11",-2,-0.320384005703871
"English","English_Rg2","English_text_28","Q1","Type 3","English_rater11",9,1.45083648741264
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater11",6,0.63545412837939
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater11",8,1.1471424516106
"English","English_Rg2","English_text_30","Q1","Type 4","English_rater11",6,0.63545412837939
"English","English_Rg2","English_text_31","Q1","Type 4","English_rater11",-2,-0.320384005703871
"English","English_Rg2","English_text_32","Q1","Type 3","English_rater11",3,0.107967889149567
"English","English_Rg2","English_text_33","Q1","Type 1","English_rater11",7,0.883466773629878
"English","English_Rg2","English_text_34","Q1","Type 2","English_rater11",7,0.883466773629878
"English","English_Rg2","English_text_35","Q1","Type 3","English_rater11",-2,-0.320384005703871
"English","English_Rg2","English_text_36","Q1","Type 1","English_rater11",-2,-0.320384005703871
"English","English_Rg2","English_text_37","Q1","Type 3","English_rater11",6,0.63545412837939
"English","English_Rg2","English_text_38","Q1","Type 2","English_rater11",9,1.45083648741264
"English","English_Rg2","English_text_39","Q1","Type 4","English_rater11",2,-0.0281867217663075
"English","English_Rg2","English_text_40","Q1","Type 1","English_rater11",-9,-1.95770574903614
"English","English_Rg2","English_text_21","Q1","Type 1","English_rater12",8,1.1471424516106
"English","English_Rg2","English_text_22","Q1","Type 4","English_rater12",6,0.63545412837939
"English","English_Rg2","English_text_23","Q1","Type 1","English_rater12",-5,-0.883466773629878
"English","English_Rg2","English_text_24","Q1","Type 3","English_rater12",6,0.63545412837939
"English","English_Rg2","English_text_25","Q1","Type 2","English_rater12",5,0.434368092749036
"English","English_Rg2","English_text_26","Q1","Type 4","English_rater12",4,0.270160165313734
"English","English_Rg2","English_text_27","Q1","Type 2","English_rater12",8,1.1471424516106
"English","English_Rg2","English_text_28","Q1","Type 3","English_rater12",9,1.45083648741264
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater12",8,1.1471424516106
"English","English_Rg2","English_text_29","Q1","Type 2","English_rater12",7,0.883466773629878
"English","English_Rg2","English_text_30","Q1","Type 4","English_rater12",6,0.63545412837939
"English","English_Rg2","English_text_31","Q1","Type 4","English_rater12",7,0.883466773629878
"English","English_Rg2","English_text_32","Q1","Type 3","English_rater12",2,-0.0281867217663075
